0, 60.0 62.526318 65.052635 67.57895 70.10526 72.0 ;
1, 60.0 62.727272 65.454544 67.09091 69.818184 72.0 ;
2, 60.0 61.0 65.5 66.5 71.0 72.0 ;
3, 60.0 62.02 63.7 66.85 69.03 72.0 ;
4, 60.0 62.0391 64.98045 67.01955 69.05865 72.0 ;
5, 60.0 61.89 63.86 67.02 68.93 72.0 ;
6, 60.0 63.863136 64.98045 67.01955 68.84359 72.0 ;
7, 60.0 64.24 64.94 67.06 71.3 72.0 ;
8, 60.0 61.55003 63.44805 66.93988 68.23199 72.0 ;
9, 60.0 60.96854 63.80809 66.92771 67.99892 72.0 ;
10, 60.0 61.3497 63.51656 67.05665 68.47882 72.0 ;
11, 60.0 61.46014 63.44257 66.4565 68.00653 72.0 ;
12, 60.0 61.43544 63.37081 66.85699 68.61558 72.0 ;
13, 60.0 60.75542 62.28123 66.44104 67.73602 72.0 ;
14, 60.0 62.0391 64.35084 67.64916 69.688255 72.0 ;
15, 60.0 60.73681 61.50637 64.98045 67.01955 72.0 ;
16, 60.0 61.117313 62.31174 64.98045 67.01955 72.0 ;
17, 60.0 60.62961 62.66871 64.98045 67.01955 72.0 ;
18, 60.0 60.844673 62.66871 64.70781 67.01955 72.0 ;
19, 60.0 61.650043 63.47408 65.513176 67.82492 72.0 ;
20, 60.0 63.156414 64.98045 67.01955 68.13686 72.0 ;
21, 60.0 62.39925 64.799164 67.19895 69.59641 72.0 ;
22, 60.0 63.156414 65.82512 68.13686 70.175964 72.0 ;
23, 60.0 63.863136 64.70781 67.01955 68.40527 72.0 ;
24, 60.0 61.117313 63.156414 67.01955 68.13686 72.0 ;
25, 60.0 61.50637 63.156414 67.01955 68.13686 72.0 ;
26, 60.0 60.62961 64.98045 67.01955 67.64916 72.0 ;
27, 60.0 61.117313 63.156414 67.01955 70.88269 72.0 ;
28, 60.0 63.156414 64.98045 67.01955 68.84359 72.0 ;
29, 60.0 61.50637 63.156414 67.01955 68.40527 72.0 ;
30, 60.0 63.156414 64.98045 67.01955 70.88269 72.0 ;
31, 60.0 63.156414 64.35084 67.01955 68.13686 72.0 ;
32, 60.0 61.194427 63.863136 67.01955 69.33129 72.0 ;
