0, 1 252.632 505.263 757.895 1010.526 2 ;
1, 1 272.727 545.455 709.091 981.818 2 ;
2, 1 100.0 550.0 650.0 1100.0 2 ;
3, 1 202.0 370.0 685.0 903.0 2 ;
4, 1 9/8 4/3 3/2 27/16 2 ;
5, 1 189.0 386.0 702.0 893.0 2 ;
6, 1 5/4 4/3 3/2 5/3 2 ;
7, 1 424.0 494.0 706.0 1130.0 2 ;
8, 1 155.003 344.805 693.988 823.199 2 ;
9, 1 96.854 380.809 692.771 799.892 2 ;
10, 1 134.97 351.656 705.665 847.882 2 ;
11, 1 146.014 344.257 645.65 800.653 2 ;
12, 1 143.544 337.081 685.699 861.558 2 ;
13, 1 75.542 228.123 644.104 773.602 2 ;
14, 1 9/8 9/7 14/9 7/4 2 ;
15, 1 24/23 12/11 4/3 3/2 2 ;
16, 1 16/15 8/7 4/3 3/2 2 ;
17, 1 28/27 7/6 4/3 3/2 2 ;
18, 1 21/20 7/6 21/16 3/2 2 ;
19, 1 11/10 11/9 11/8 11/7 2 ;
20, 1 6/5 4/3 3/2 8/5 2 ;
21, 1 85/74 95/72 97/64 47/27 2 ;
22, 1 6/5 7/5 8/5 9/5 2 ;
23, 1 5/4 21/16 3/2 13/8 2 ;
24, 1 16/15 6/5 3/2 8/5 2 ;
25, 1 12/11 6/5 3/2 8/5 2 ;
26, 1 28/27 4/3 3/2 14/9 2 ;
27, 1 16/15 6/5 3/2 15/8 2 ;
28, 1 6/5 4/3 3/2 5/3 2 ;
29, 1 12/11 6/5 3/2 13/8 2 ;
30, 1 6/5 4/3 3/2 15/8 2 ;
31, 1 6/5 9/7 3/2 8/5 2 ;
32, 1 15/14 5/4 3/2 12/7 2 ;
33, 1 5/4 4/3 3/2 8/5 2 ;
34, 1 9/8 4/3 3/2 16/9 2 ;
35, 1 5/4 32/25 25/16 8/5 2 ;
36, 1 8/7 64/49 49/32 7/4 2 ;
37, 1 8/7 5/4 8/5 7/4 2 ;
38, 1 128/121 11/8 16/11 121/64 2 ;
39, 1 4/3 11/8 16/11 3/2 2 ;
40, 1 5/4 11/8 16/11 8/5 2 ;
41, 1 8/7 11/8 16/11 7/4 2 ;
42, 1 9/8 11/8 16/11 16/9 2 ;
43, 1 185.0 337.0 683.0 790.0 2 ;
44, 1 9/8 6/5 3/2 8/5 2 ;
45, 1 11/10 4/3 3/2 33/20 2 ;
46, 1 13/12 7/6 5/4 4/3 2 ;
47, 1 13/12 7/6 91/72 4/3 2 ;
48, 1 230.44 442.891 684.259 947.739 2 ;
49, 1 237.175 528.687 697.369 945.11 2 ;
50, 1 7/6 4/3 35/24 41/24 2 ;
51, 1 120.0 234.0 666.0 747.0 2 ;
52, 1 136.0 291.0 670.0 804.0 2 ;
53, 1 197.0 377.0 724.0 828.0 2 ;
54, 1 384.507 549.296 701.408 933.803 2 ;
55, 1 232.394 384.507 549.296 933.803 2 ;
56, 1 316.901 549.296 701.408 967.606 2 ;
57, 1 152.113 384.507 701.408 933.803 2 ;
58, 1 316.901 549.296 701.408 933.803 2 ;
